architecture,model,dataset,chunk_size_kb,burst_length_s,result_ms,chunk_size_tokens,burst_enabled,burst_interval_s,chunks_produced,chunks_processed,chunks_persisted,total_duration_ms,throughput_chunks_per_s,throughput_tokens_per_s,success_rate,status,error_message
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,40.0,5,517.9209923744202,10240,True,2,100,100,100,51792.09923744202,1.930796424017258,419.90960629527325,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,40.0,10,532.6737833023071,10240,True,2,100,100,100,53267.37833023071,1.8773216016010916,408.2799019162054,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,40.0,15,537.696487903595,10240,True,2,100,100,100,53769.6487903595,1.859785255244763,404.4660973106311,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,40.0,30,537.6910519599915,10240,True,2,100,100,100,53769.105195999146,1.859804057283081,404.47018637792445,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,40.0,45,537.6759767532349,10240,True,2,100,100,100,53767.597675323486,1.8598562019425087,404.4815267984568,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,40.0,60,537.7487325668335,10240,True,2,100,100,100,53774.87325668335,1.8596045688972704,404.4268016437784,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,80.0,,537.999472618103,20480,False,,100,100,100,53799.9472618103,1.858737881532918,404.238314475779,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,80.0,1,555.6235778622511,20480,True,2,82,82,82,45561.13338470459,1.7997796347078663,386.9087243979301,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,80.0,5,517.6780986785889,20480,True,2,100,100,100,51767.80986785889,1.9317023504617503,420.10662717842143,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,80.0,10,537.6800537109375,20480,True,2,100,100,100,53768.00537109375,1.8598420995873703,404.4784598182613,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,80.0,15,537.7463221549988,20480,True,2,100,100,100,53774.63221549988,1.8596129044500693,404.4286144598011,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,80.0,30,537.7385306358337,20480,True,2,100,100,100,53773.853063583374,1.8596398491615957,404.43447439566387,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,80.0,45,537.6966166496277,20480,True,2,100,100,100,53769.66166496277,1.8597848099379377,404.4660004653027,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,80.0,60,532.7060961723328,20480,True,2,100,100,100,53270.60961723328,1.877207727085022,408.2551364864506,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,wikipedia,0.5,,813.0511522293091,128,False,,10,10,10,8130.511522293091,1.2299349152363845,131.72602942181678,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,wikipedia,0.5,1,822.7861166000366,128,True,2,10,10,10,8227.861166000366,1.2153826855176613,130.1674856189415,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,wikipedia,0.5,5,822.836184501648,128,True,2,10,10,10,8228.36184501648,1.2153087319630353,130.1595651932411,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,wikipedia,0.5,10,772.9530096054077,128,True,2,10,10,10,7729.530096054077,1.2937397067779057,138.5595225959137,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,wikipedia,0.5,15,822.7369546890259,128,True,2,10,10,10,8227.369546890259,1.2154553096232017,130.1752636606449,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,wikipedia,0.5,30,822.7769374847412,128,True,2,10,10,10,8227.769374847412,1.215396244645646,130.1689378015487,1.0,success,
